xP2O5,yP2O5,xK2O,yK2O,xN,yN
0.20826945087907,0.043412559427954,-0.093092488546456,0.028207827580909,-0.479981454707398,0.045333256877348
1.1216797568773,0.042696232686548,1.73544896079257,0.027943227887913,0.616630979179243,0.045330587021822
2.03594014226686,0.043403268549337,3.37951355209458,0.028201348980178,1.71238935353794,0.045668768721765
3.31530962623831,0.043396764934305,5.39082374041471,0.027936408308196,3.72711577996986,0.043959616209291
4.41191204107098,0.043391190407134,7.58234048913208,0.028454696366642,5.73757190876204,0.04395472147416
6.42234980159754,0.043380970440655,8.86342978105571,0.027929929707466,7.56525929857313,0.04395027171495
7.33618514729142,0.043376325001346,10.6902631113389,0.028187709820745,9.21017794940306,0.043946266931661
9.16343079898358,0.042655352820631,12.8834879791122,0.028183618072915,10.4904131817988,0.043602300544746
10.8087594609282,0.043358672331973,14.5284066299421,0.028180549262043,11.7723565332504,0.042576631046892
12.0881289448997,0.043352168716941,16.5388627587343,0.028176798493199,13.4181292436083,0.042231774708135
13.5511155774012,0.044768098618242,18.7320876265076,0.028172706745369,15.0656100730221,0.04120521525844
14.6468679128426,0.043339161486876,20.0114687993753,0.028170319892469,15.9811618869835,0.040521287267897
15.9258123571184,0.042620976569747,22.2029855480927,0.028688607950914,17.8097033363226,0.040175985953219
16.8393642507499,0.042141875313522,24.7600397747723,0.029206214051388,19.2727073076994,0.039831574590382
18.4233455166193,0.042133823218721,26.2230437461491,0.028942296316364,20.9210421966411,0.038464163585218
20.6168337060818,0.042597128365778,28.5964751743196,0.029721433298962,23.3021601605632,0.036413269565433
21.8349974738765,0.042116480245301,30.604369124528,0.030501252239531,25.3160325274672,0.035044968608427
23.4195454593402,0.043057336553296,32.7950318137174,0.031280730201114,27.3256345967314,0.035380925428765
24.7598372996912,0.04305052324231,34.6210110844726,0.031799700217532,28.6058698291271,0.035036959041849
27.439854260799,0.042087988217541,37.5410406105306,0.033100194069448,30.0714359790877,0.033669993012606
29.6333424502615,0.042551293364598,39.73170329972,0.033879672031031,31.5370021290484,0.032303026983363
31.0954790033717,0.042543860661704,41.7378891308724,0.035181870777876,33.7327891754055,0.031275132605905
32.9234330545567,0.043009023984485,43.7449290215529,0.036222879621583,37.3907261336115,0.030243678421079
34.6289756733881,0.042525898296377,45.5692001732521,0.037264229444276,40.3158800168372,0.029895707250875
36.8221805030535,0.042514749242036,47.9400694228388,0.038826936136287,42.8746423625727,0.029889477587981
37.918499558089,0.042034720513468,49.5798637165011,0.040391006744241,44.7040378714397,0.029203324717834
39.2590747582372,0.04250236140388,51.5860495476535,0.041693205491086,48.1732276739689,0.030558276397211
40.9657508162571,0.043917052521365,53.4103206993528,0.042734555313779,50.1811216241773,0.031575936328486
42.4276040095702,0.043435165617073,55.0492609334871,0.044559815824871,53.4675426877253,0.032931332983784
44.8644982647539,0.043422777778916,56.6899092866773,0.045862696529688,55.6582053769148,0.033948547939138
46.2050734649021,0.043890418669329,58.8771557377549,0.047686934103822,57.4816224690861,0.035648355957272
48.3982782945675,0.043879269614988,60.6980106513424,0.049773043539067,59.6697229796917,0.037688125579033
50.2267990653465,0.045293341340565,63.4344173788914,0.051335068273106,62.7708131256749,0.040066521876658
51.6897856978481,0.046709271241867,65.2569804115347,0.052898797902074,64.4088993002813,0.04278932953712
54.4927808109036,0.047643933630783,67.6244334230096,0.055506264206636,66.4125229528499,0.045511247245739
55.5893832257363,0.047638359103613,69.0823130372187,0.056809485890439,69.1480756208708,0.047890533495206
57.6610267024396,0.048102283642578,71.0893529278989,0.057850494734146,71.882774229364,0.050610671300142
58.6369178437015,0.049995145312909,72.1825491236738,0.058893208472782,74.9813021967632,0.054011622264173
60.5867166076456,0.050459689243782,72.7282931620336,0.059675755245238,77.168548647841,0.056392243441403
61.9292753263736,0.054248509543983,73.640428737883,0.060196430156584,79.1713182408813,0.059455012705491
63.3916952392809,0.054715531042488,75.0991624116202,0.061238461937249,80.9938812735248,0.061495672279094
64.3661695815573,0.054236121705827,76.3759814059039,0.062019644793762,84.093263300452,0.064555771687656
66.4383797778548,0.055648954647589,77.4683235421508,0.063323548435536,85.9149722735675,0.066937282816728
67.4137041995225,0.056592907915123,78.3778969394169,0.064627793056295,86.4590081928713,0.068640205666309
68.9982521849861,0.057533764223118,79.4702390756638,0.065931696698069,88.2815712255141,0.070680865239912
70.216982672375,0.058002024505438,81.1108874288538,0.067234577402886,89.1885824441962,0.073405452804057
72.4101875020405,0.057990875451097,82.9325964019693,0.069059496934992,90.6473161179334,0.074765299218564
73.1421058579869,0.059410521703845,83.8421697992347,0.070363741555752,91.5577435747275,0.076126480560835
74.482397698338,0.059403708392859,85.2991953539159,0.071928153142692,92.4673169719929,0.077828513458574
75.9445342514481,0.059396275689965,86.5743062291443,0.07323171580548,94.6537093635427,0.080549986191272
77.7722049428359,0.059386984811348,87.851125223428,0.074012898661993,95.9296742982984,0.081910277581701
79.111930063593,0.058431263097565,88.2149545823343,0.074534596510297,97.3884079720356,0.083270123996208
80.9398841147778,0.058896426420346,89.6736882560715,0.075576628290961,99.3928856841319,0.085651190149359
82.0367698894072,0.059365306094574,90.5832616533376,0.076880872911721,100.485227820379,0.087352778071177
83.499189802315,0.059832327593078,91.8583725285653,0.07818443557451,101.394801217645,0.089054810968916
85.2055825005378,0.060772564509166,92.5868853059059,0.07896664136798,102.671620211929,0.090074250803875
86.3021849153702,0.060766989981995,93.496458703172,0.08027088598874,103.945877027629,0.092116245305241
87.643326835113,0.062183539275204,94.4077402194934,0.081052750803224,105.039927282932,0.093136130116122
